gene	process	chr	function	ENSG
SLC29A1	Replication & Transcription	6	SLC29A1: Equilibrative nucleoside transporter 1 imports recycled deoxyribonucleosides from cytoplasm into mitochondria	ENSG00000112759
NME3	Replication & Transcription	16	NME3: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000103024
NME6	Replication & Transcription	3	NME6: Shows mitochondrial nucleoside diphosphate kinase activity	ENSG00000172113
TRMT11	Replication & Transcription	6	TRMT11: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000066651
TRMT112	Replication & Transcription	11	TRMT112: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000173113
DUS2L	Replication & Transcription	16	DUS2L: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000167264
TRMT1	Replication & Transcription	19	TRMT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000104907
PUS1	Replication & Transcription	12	PUS1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000177192
RPUSD2	Replication & Transcription	15	RPUSD2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000166133
RPUSD4	Replication & Transcription	11	RPUSD4: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000165526
GTPBP3	Replication & Transcription	19	GTPBP3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000130299
MTO1	Replication & Transcription	6	MTO1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000135297
TRMU	Replication & Transcription	22	TRMU: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000100416
QTRT1	Replication & Transcription	19	QTRT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000213339
QTRTD1	Replication & Transcription	3	QTRTD1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000151576
TRMT5	Replication & Transcription	14	TRMT5: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000126814
YRDC	Replication & Transcription	1	YRDC: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000196449
OSGEPL1	Replication & Transcription	2	OSGEPL1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000128694
TRIT1	Replication & Transcription	1	TRIT1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000043514
CDK5RAP1	Replication & Transcription	20	CDK5RAP1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000101391
CDKAL1	Replication & Transcription	6	CDKAL1: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000145996
PUS3	Replication & Transcription	11	PUS3: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000110060
NSUN2	Replication & Transcription	5	NSUN2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000037474
TRMT2B	Replication & Transcription	X	TRMT2B: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000188917
TRUB2	Replication & Transcription	9	TRUB2: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000167112
TRMT6	Replication & Transcription	20	TRMT6: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000089195
TRMT61B	Replication & Transcription	2	TRMT61B: Shows posttranscriptional modifications activity in the human mitochondrial tRNAs	ENSG00000171103
CREB1	Replication & Transcription	2	CREB1: Promotes the transcription of mitochondrial genes	ENSG00000118260
SLC25A3	Replication & Transcription	12	SLC25A3: Involved in the transport of phosphate into the mitochondrial matrix	ENSG00000075415
MTPAP	Replication & Transcription	10	MTPAP: Involved in the polyadenylation of mitochondrial tRNAs, rRNAs and mRNAs	ENSG00000107951
RRM2B	Replication & Transcription	8	RRM2B: Required for the de novo deoxyribonucloetide synthesis in nonproliferating cells supplying dNTPs to mtDNA synthesis	ENSG00000048392
RARS2	Translation	6	RARS2: Involved in the specific attachment of arginine aminoacid to its cognate tRNA	ENSG00000146282
CARS2	Translation	13	CARS2: Involved in the specific attachment of cysteine aminoacid to its cognate tRNA	ENSG00000134905
EARS2	Translation	16	EARS2: Involved in the specific attachment of glutamic acid aminoacid to its cognate tRNA	ENSG00000103356
IARS2	Translation	1	IARS2: Involved in the specific attachment of isoleucine aminoacid to its cognate tRNA	ENSG00000067704
LARS2	Translation	3	LARS2: Involved in the specific attachment of leucine aminoacid to its cognate tRNA	ENSG00000011376
MARS2	Translation	2	MARS2: Involved in the specific attachment of methionine aminoacid to its cognate tRNA	ENSG00000247626
WARS2	Translation	1	WARS2: Involved in the specific attachment of tryptophan aminoacid to its cognate tRNA	ENSG00000116874
YARS2	Translation	12	YARS2: Involved in the specific attachment of tyrosine aminoacid to its cognate tRNA	ENSG00000139131
VARS2	Translation	6	VARS2: Involved in the specific attachment of valine aminoacid to its cognate tRNA	ENSG00000137411
AARS2	Translation	6	AARS2: Involved in the specific attachment of alanine aminoacid to its cognate tRNA	ENSG00000124608
NARS2	Translation	11	NARS2: Involved in the specific attachment of asparagine aminoacid to its cognate tRNA	ENSG00000137513
DARS2	Translation	1	DARS2: Involved in the specific attachment of aspartic acid aminoacid to its cognate tRNA	ENSG00000117593
GARS	Translation	7	GARS: Involved in the specific attachment of glycine aminoacid to its cognate tRNA	ENSG00000106105
HARS2	Translation	5	HARS2: Involved in the specific attachment of histidine aminoacid to its cognate tRNA	ENSG00000112855
KARS	Translation	16	KARS: Involved in the specific attachment of lysine aminoacid to its cognate tRNA	ENSG00000065427
FARS2	Translation	6	FARS2: Involved in the specific attachment of phenylalanine aminoacid to its cognate tRNA	ENSG00000145982
PARS2	Translation	1	PARS2: Involved in the specific attachment of proline aminoacid to its cognate tRNA	ENSG00000162396
SARS2	Translation	19	SARS2: Involved in the specific attachment of serine aminoacid to its cognate tRNA	ENSG00000104835
TARS2	Translation	1	TARS2: Involved in the specific attachment of threonine aminoacid to its cognate tRNA	ENSG00000143374
QRSL1	Translation	6	QRSL1: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000130348
PET112	Translation	4	PET112: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000059691
GATC	Translation	12	GATC: Involved in the biosynthesis of glutamyl-tRNA	ENSG00000257218
MTFMT	Translation	15	MTFMT: Involved in the specific attachment of methionine aminoacid to its cognate tRNA	ENSG00000103707
TUFM	Translation	16	TUFM: Involved in the elongation and termination phases of the translation process	ENSG00000178952
GFM2	Translation	5	GFM2: Involved in the elongation and termination phases of the translation process may also be involved in the ribosome recycling	ENSG00000164347
GFM1	Translation	3	GFM1: Involved in the elongation and termination phases of the translation process	ENSG00000168827
TSFM	Translation	12	TSFM: Involved in the elongation and termination phases of the translation process	ENSG00000123297
MTRF1	Translation	13	MTRF1: Involved in the mitochondrial translation termination, may act as a release factor	ENSG00000120662
MTRF1L	Translation	6	MTRF1L: Involved in the mitochondrial translation termination, act as a release factor	ENSG00000112031
MRRF	Translation	9	MRRF: Acts as a mitochondrial ribosome recycling factor during translation process	ENSG00000148187
PTCD3	Translation	2	PTCD3: Associates with mitochondrial small ribosomal subunit and regulates translation	ENSG00000132300
MT-RNR1	Translation	MT	MT-RNR1: mitochondrially encoded 12S RNA	ENSG00000211459
MT-RNR2	Translation	MT	MT-RNR2: mitochondrially encoded 16S RNA	ENSG00000210082
MT-TA	Translation	MT	MT-TA: mitochondrially encoded tRNA alanine	ENSG00000210127
MT-TC	Translation	MT	MT-TC: mitochondrially encoded tRNA cysteine	ENSG00000210140
MT-TD	Translation	MT	MT-TD: mitochondrially encoded tRNA aspartic acid	ENSG00000210154
MT-TE	Translation	MT	MT-TE: mitochondrially encoded tRNA glutamic acid	ENSG00000210194
MT-TF	Translation	MT	MT-TF: mitochondrially encoded tRNA phenylalanine	ENSG00000210049
MT-TG	Translation	MT	MT-TG: mitochondrially encoded tRNA glycine	ENSG00000210164
MT-TH	Translation	MT	MT-TH: mitochondrially encoded tRNA histidine	ENSG00000210176
MT-TI	Translation	MT	MT-TI: mitochondrially encoded tRNA isoleucine	ENSG00000210100
MT-TK	Translation	MT	MT-TK: mitochondrially encoded tRNA lysine	ENSG00000210156
MT-TL1	Translation	MT	MT-TL1: mitochondrially encoded tRNA leucine 1 (UUA/G)	ENSG00000209082
MT-TL2	Translation	MT	MT-TL2: mitochondrially encoded tRNA leucine 2 (CUN)	ENSG00000210191
MT-TM	Translation	MT	MT-TM: mitochondrially encoded tRNA methionine	ENSG00000210112
MT-TN	Translation	MT	MT-TN: mitochondrially encoded tRNA asparagine	ENSG00000210135
MT-TP	Translation	MT	MT-TP: mitochondrially encoded tRNA proline	ENSG00000210196
MT-TQ	Translation	MT	MT-TQ: mitochondrially encoded tRNA glutamine	ENSG00000210107
MT-TR	Translation	MT	MT-TR: mitochondrially encoded tRNA arginine	ENSG00000210174
MT-TS1	Translation	MT	MT-TS1: mitochondrially encoded tRNA serine 1 (UCN)	ENSG00000210151
MT-TS2	Translation	MT	MT-TS2: mitochondrially encoded tRNA serine 2 (AGU/C)	ENSG00000210184
MT-TT	Translation	MT	MT-TT: mitochondrially encoded tRNA threonine	ENSG00000210195
MT-TV	Translation	MT	MT-TV: mitochondrially encoded tRNA valine	ENSG00000210077
MT-TW	Translation	MT	MT-TW: mitochondrially encoded tRNA tryptophan	ENSG00000210117
MT-TY	Translation	MT	MT-TY: mitochondrially encoded tRNA tyrosine	ENSG00000210144
MRPL1	Translation	4	MRPL1: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000169288
MRPL2	Translation	6	MRPL2: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112651
MRPL3	Translation	3	MRPL3: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000114686
MRPL4	Translation	19	MRPL4: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000105364
MRPL9	Translation	1	MRPL9: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000143436
MRPL10	Translation	17	MRPL10: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000159111
MRPL11	Translation	11	MRPL11: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000174547
MRPL12	Translation	17	MRPL12: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000262814
MRPL13	Translation	8	MRPL13: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000172172
MRPL14	Translation	6	MRPL14: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000180992
MRPL15	Translation	8	MRPL15: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000137547
MRPL16	Translation	11	MRPL16: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000166902
MRPL17	Translation	11	MRPL17: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000158042
MRPL18	Translation	6	MRPL18: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112110
MRPL19	Translation	2	MRPL19: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000115364
MRPL20	Translation	1	MRPL20: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000242485
MRPL21	Translation	11	MRPL21: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000197345
MRPL22	Translation	5	MRPL22: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000082515
MRPL23	Translation	11	MRPL23: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000214026
MRPL24	Translation	1	MRPL24: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000143314
MRPL27	Translation	17	MRPL27: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000108826
MRPL28	Translation	16	MRPL28: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000086504
MRPL30	Translation	2	MRPL30: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000185414
MRPL32	Translation	7	MRPL32: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000106591
MRPL33	Translation	2	MRPL33: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000243147
MRPL34	Translation	19	MRPL34: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000130312
MRPL35	Translation	2	MRPL35: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000132313
MRPL36	Translation	5	MRPL36: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000171421
MRPL37	Translation	1	MRPL37: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000116221
MRPL38	Translation	17	MRPL38: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204316
MRPL39	Translation	21	MRPL39: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000154719
MRPL40	Translation	22	MRPL40: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000185608
MRPL41	Translation	9	MRPL41: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000182154
MRPL42	Translation	12	MRPL42: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000198015
MRPL43	Translation	10	MRPL43: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000055950
MRPL44	Translation	2	MRPL44: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000135900
MRPL45	Translation	17	MRPL45: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000278845
MRPL46	Translation	15	MRPL46: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000259494
MRPL47	Translation	3	MRPL47: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000136522
MRPL48	Translation	11	MRPL48: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000175581
MRPL49	Translation	11	MRPL49: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000149792
MRPL50	Translation	9	MRPL50: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000136897
MRPL51	Translation	12	MRPL51: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000111639
MRPL52	Translation	14	MRPL52: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000172590
MRPL53	Translation	2	MRPL53: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204822
MRPL54	Translation	19	MRPL54: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000183617
MRPL55	Translation	1	MRPL55: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000162910
MRPL57	Translation	13	MRPL57: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000173141
MRPS10	Translation	6	MRPS10: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000048544
MRPS11	Translation	15	MRPS11: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000181991
MRPS12	Translation	19	MRPS12: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000128626
MRPS14	Translation	1	MRPS14: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000120333
MRPS15	Translation	1	MRPS15: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000116898
MRPS16	Translation	10	MRPS16: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000182180
MRPS17	Translation	7	MRPS17: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000239789
MRPS18A	Translation	6	MRPS18A: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000096080
MRPS18B	Translation	6	MRPS18B: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204568
MRPS18C	Translation	4	MRPS18C: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000163319
MRPS2	Translation	9	MRPS2: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000122140
MRPS21	Translation	1	MRPS21: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000266472
MRPS22	Translation	3	MRPS22: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000175110
MRPS23	Translation	17	MRPS23: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000181610
MRPS24	Translation	7	MRPS24: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000062582
MRPS25	Translation	3	MRPS25: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000131368
MRPS26	Translation	20	MRPS26: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000125901
MRPS27	Translation	5	MRPS27: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000113048
MRPS28	Translation	8	MRPS28: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000147586
DAP3	Translation	1	DAP3: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000132676
MRPS30	Translation	5	MRPS30: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112996
MRPS31	Translation	13	MRPS31: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000102738
MRPS33	Translation	7	MRPS33: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000090263
MRPS34	Translation	16	MRPS34: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000074071
MRPS35	Translation	12	MRPS35: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000061794
MRPS36	Translation	5	MRPS36: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000134056
MRPS5	Translation	2	MRPS5: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000144029
MRPS6	Translation	21	MRPS6: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000243927
MRPS7	Translation	17	MRPS7: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000125445
MRPS9	Translation	2	MRPS9: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000135972
MTIF3	Translation	13	MTIF3: Translation initiation factor could assist the mRNA to bind to rRNAs	ENSG00000122033
MTIF2	Translation	2	MTIF2: Translation initiation factor could assist the tRNA to bind to rRNAs	ENSG00000085760
TACO1	Translation	17	TACO1: Translation activator of complex IV subunit	ENSG00000136463
LRPPRC	Translation	2	LRPPRC: Might play a role in the translation and stability of COX subunits	ENSG00000138095
RNASEL	Translation	1	RNASEL: Modulate the stability of mitochondrial mRNAsby interacting with MTIF2	ENSG00000135828
LONP1	Translation	19	LONP1: Involved in the post translational quality control, has re-solublization activity of protein aggregates	ENSG00000196365
CLPP	Translation	19	CLPP: Involved in the post translational quality control, has re-solublization activity of protein aggregates	ENSG00000125656
CLPX	Translation	15	CLPX: Quality control of inner membrane proteins	ENSG00000166855
PHB	Translation	17	PHB: Involved in the post translational quality control, stabilizes mitochondrially synthesized proteins	ENSG00000167085
OXA1L	Translation	14	OXA1L: May have a role in the insertion of proteins into inner membrane and also a complex V assembly factor	ENSG00000155463
ATAD3A	Translation	1	ATAD3A: May interact with mitochondrial proteins and is required mitochondrial protein synthesis	ENSG00000197785
ATAD3B	Translation	1	ATAD3B: May interact with mitochondrial proteins and is required mitochondrial protein synthesis	ENSG00000160072
MPV17L2	Translation	19	MPV17L2: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000254858
DHX30	Translation	3	DHX30: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000132153
DDX28	Translation	16	DDX28: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000182810
EIF2AK1	Translation	7	EIF2AK1: Inhibits protein synthesis at the translation initiation level, in response to various stress conditions	ENSG00000086232
EIF2AK3	Translation	2	EIF2AK3: Metabolic-stress sensing protein kinase that phosphorylates and inactivates the alpha subunit of eukaryotic translation initiation factor 2	ENSG00000172071
YARS	Translation	1	YARS: Aminoacyl-tRNA synthetases that catalyze the aminoacylation of tRNA by their cognate amino acid	ENSG00000134684
RPS19	Translation	19	RPS19: Ribosomal protein required for pre-rRNA processing and maturation of 40S ribosomal subunits	ENSG00000105372
DKC1	Translation	X	DKC1: Has an active role in telomerase stabilization and maintenance	ENSG00000130826
SBDS	Translation	7	SBDS: Required for the assembly of mature ribosomes and ribosome biogenesis	ENSG00000126524
AARS	Translation	16	AARS: Alanyl-tRNA synthetase that catalyzes the attachment of alanine to tRNA(Ala)	ENSG00000090861
RMND1	Translation	6	RMND1: Required for mitochondrial translation, possibly by coordinating the assembly or maintenance of the mitochondrial ribosome	ENSG00000155906
C12orf65	Translation	12	C12orf65: Codon-independent translation release factor that appears to contribute to peptide chain termination in the mitochondrial translation machinery	ENSG00000130921
MCU	Calcium trafficking	10	MCU: Involved in the accumulation of calcium ions in the matrix through ion impermeable inner mitochondrial membrane	ENSG00000156026
SLC24A6	Calcium trafficking	12	SLC24A6: Involved in the calcium homeostasis by counteracting the calcium accumaltion in the mitochondria	ENSG00000089060
LETM1	Calcium trafficking	4	LETM1: Might act as calcium ion and hydrogen ion antiporter exchanging hydrogen for calcium	ENSG00000168924
MICU1	Calcium trafficking	10	MICU1: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000107745
EFHA1	Calcium trafficking	13	EFHA1: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000165487
CCDC90A	Calcium trafficking	6	CCDC90A: Mitochondrial calcium uniporter regulator 1 required for the MCU dependent calcium uptake by the mitochondria 	ENSG00000050393
EFHA2	Calcium trafficking	8	EFHA2: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000155970
CCDC109B	Calcium trafficking	4	CCDC109B: Forms a important component of mitochondrial calcium uniporter with MCU	ENSG00000005059
C22orf32	Calcium trafficking	22	C22orf32: Forms a important component of mitochondrial calcium uniporter with MCU	ENSG00000183172
ITPR3	Calcium trafficking	6	ITPR3: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000096433
ITPR2	Calcium trafficking	12	ITPR2: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000123104
ITPR1	Calcium trafficking	3	ITPR1: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000150995
TCHP	Calcium trafficking	12	TCHP: Involved in the regulation of ER mitochondria juxtaposition 	ENSG00000139437
SIGMAR1	Calcium trafficking	9	SIGMAR1: Stabilises the Inositol-1,4,5-triphosphate receptors and ensures proper Ca2+ fluxes	ENSG00000147955
PACS2	Calcium trafficking	14	PACS2: Involved in the control of ER mitochondria appositions 	ENSG00000179364
PML	Calcium trafficking	15	PML: Regulates Inositol-1,4,5-triphosphate receptor mediated Ca2+ release from the ER	ENSG00000140464
CDS1	Cardiolipin biosynthesis	4	CDS1: Converts phosphatidic acid to cytidine diphosphate diacylglycerol	ENSG00000163624
PGS1	Cardiolipin biosynthesis	17	PGS1: Phosphatidylglycerol synthase converts cytidine diphosphate diacylglycerol to phosphatidylglycerol phosphate	ENSG00000087157
PTPMT1	Cardiolipin biosynthesis	11	PTPMT1: Phosphatidylglycerophosphatase activity removes phospate from phosphatidylglycerol phosphate to form phosphatidylglycerol	ENSG00000110536
CRLS1	Cardiolipin biosynthesis	20	CRLS1: Catalyzes the condensation of cytidine diphosphate diacylglycerol and phosphatidylglycerol forming a nascent cardiolipin	ENSG00000088766
TAZ	Cardiolipin biosynthesis	X	TAZ: Converts the nascent cardiolipin to mature cardiolipin	ENSG00000102125
GCLC	ROS defense	6	GCLC: Catalyzes the first step reaction which combines cystein and glutamate to form glutamylcysteine	ENSG00000001084
GCLM	ROS defense	1	GCLM: Catalyzes the first step reaction which combines cystein and glutamate to form glutamylcysteine	ENSG00000023909
GSS	ROS defense	20	GSS: Catalyzes the formation of gluthathione from glutamylcysteine by combining it with the glycine	ENSG00000100983
SCLC25A11	ROS defense	17	SLC25A11: May be involved in the transport of gluthathione into the mitochondria	ENSG00000108528
SCLC25A10	ROS defense	17	SLC25A10: May be involved in the transport of gluthathione into the mitochondria	ENSG00000183048
SLC25A1	ROS defense	22	SLC25A1: May be involved in the transport of gluthathione into the mitochondria	ENSG00000100075
SOD2	ROS defense	6	SOD2: Dismutates the super oxide generated in the mitochondiral matrix to hydrogen peroxide	ENSG00000112096
SOD1	ROS defense	21	SOD1: May be involved in the removal of superoxides in the inter membrane space of mitochondria	ENSG00000142168
SHC1	ROS defense	1	SHC1: Could be involved in the generation of the hydrogen peroxide independent of superoxides in mitochondria	ENSG00000160691
BCKDHA	ROS defense	19	BCKDHA: Involved in the catabolism of aminoacids in mitochondria and may also be involved in the production of superoxides and hydrogen peroxide	ENSG00000248098
BCKDHB	ROS defense	6	BCKDHB: Involved in the catabolism of aminoacids in mitochondria and may also be involved in the production of superoxides and hydrogen peroxide	ENSG00000083123
GPX1	ROS defense	3	GPX1: Reduces hydrogen peroxide to water by using reducing equivalents from gluthathione	ENSG00000233276
GSR	ROS defense	8	GSR: Reduces oxidized gluthathione to gluthathione which can be re utilized by GPX1	ENSG00000104687
GPX4	ROS defense	19	GPX4: Involved in the reduction of the lipid peroxides to their hydroxides	ENSG00000167468
PRDX3	ROS defense	10	PRDX3: Mitochondrial peroxiredoxin reduces hydrogen peroxide to water	ENSG00000165672
TXN2	ROS defense	22	TXN2: Mitochondrial thioredoxin reduces peroxiredoxin to their super oxide scavenging state	ENSG00000100348
TXNRD2	ROS defense	22	TXNRD2: Maintains thioredoxins in their reduced state using NAPDH reducing equivalents	ENSG00000184470
MPV17	ROS defense	2	MPV17: May have a role in the metabolism of reactive oxygen species	ENSG00000115204
MPV17L	ROS defense	16	MPV17L: May have a role in the metabolism of reactive oxygen species	ENSG00000156968
GLRX2	ROS defense	1	GLRX2: Involved in the control of mitochndrial protein gluthathionylation	ENSG00000023572
GSTA1	ROS defense	6	GSTA1: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000243955
GSTA2	ROS defense	6	GSTA2: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000244067
GSTA4	ROS defense	6	GSTA4: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000170899
GSTP1	ROS defense	11	GSTP1: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000084207
